#:m      eta      Q
0.341550 0.183150 -0.064631 
0.351450 0.183150 -0.068455 
0.361350 0.183150 -0.072528 
0.371250 0.183150 -0.076869 
0.381150 0.183150 -0.081498 
0.391050 0.183150 -0.086441 
0.400950 0.183150 -0.091723 
0.410850 0.183150 -0.097374 
0.420750 0.183150 -0.103429 
0.430650 0.183150 0.000000 
0.440550 0.183150 0.000000 
0.450450 0.183150 0.000000 
0.460350 0.183150 0.000000 
0.470250 0.183150 0.000000 
0.480150 0.183150 0.000000 
0.490050 0.183150 0.000000 
0.499950 0.183150 0.000000 
0.509850 0.183150 0.000000 
0.519750 0.183150 0.000000 
0.529650 0.183150 0.000000 
0.539550 0.183150 0.000000 
0.549450 0.183150 0.000000 
0.559350 0.183150 0.000000 
0.569250 0.183150 0.000000 
0.579150 0.183150 0.000000 
0.589050 0.183150 0.000000 
0.598950 0.183150 0.000000 
0.608850 0.183150 0.000000 
0.618750 0.183150 0.000000 
0.628650 0.183150 0.000000 
0.638550 0.183150 0.000000 
0.648450 0.183150 0.000000 
0.658350 0.183150 0.000000 
0.668250 0.183150 0.000000 
0.678150 0.183150 0.000000 
0.688050 0.183150 0.000000 
0.697950 0.183150 0.000000 
0.707850 0.183150 0.000000 
0.717750 0.183150 0.000000 
0.727650 0.183150 0.000000 
0.737550 0.183150 0.000000 
0.747450 0.183150 0.000000 
0.757350 0.183150 0.000000 
0.767250 0.183150 0.000000 
0.777150 0.183150 0.000000 
0.787050 0.183150 0.000000 
0.796950 0.183150 0.000000 
0.806850 0.183150 0.000000 
0.816750 0.183150 0.000000 
0.826650 0.183150 0.000000 
0.836550 0.183150 0.000000 
0.846450 0.183150 0.000000 
0.856350 0.183150 0.000000 
0.866250 0.183150 0.000000 
0.876150 0.183150 0.000000 
0.886050 0.183150 0.000000 
0.895950 0.183150 0.000000 
0.905850 0.183150 0.000000 
0.915750 0.183150 0.000000 
0.925650 0.183150 0.000000 
0.935550 0.183150 0.000000 
0.945450 0.183150 0.000000 
0.955350 0.183150 0.000000 
0.965250 0.183150 0.000000 
0.975150 0.183150 0.000000 
0.985050 0.183150 0.000000 

0.004950 0.193050 -0.016983 
0.014850 0.193050 -0.017015 
0.024750 0.193050 -0.017110 
0.034650 0.193050 -0.017270 
0.044550 0.193050 -0.017494 
0.054450 0.193050 -0.017782 
0.064350 0.193050 -0.018136 
0.074250 0.193050 -0.018557 
0.084150 0.193050 -0.019045 
0.094050 0.193050 -0.019601 
0.103950 0.193050 -0.020227 
0.113850 0.193050 -0.020924 
0.123750 0.193050 -0.021694 
0.133650 0.193050 -0.022539 
0.143550 0.193050 -0.023462 
0.153450 0.193050 -0.024463 
0.163350 0.193050 -0.025546 
0.173250 0.193050 -0.026715 
0.183150 0.193050 -0.027971 
0.193050 0.193050 -0.029318 
0.202950 0.193050 -0.030760 
0.212850 0.193050 -0.032302 
0.222750 0.193050 -0.033947 
0.232650 0.193050 -0.035700 
0.242550 0.193050 -0.037568 
0.252450 0.193050 -0.039555 
0.262350 0.193050 -0.041668 
0.272250 0.193050 -0.043914 
0.282150 0.193050 -0.046300 
0.292050 0.193050 -0.048836 
0.301950 0.193050 -0.051530 
0.311850 0.193050 -0.054391 
0.321750 0.193050 -0.057433 
0.331650 0.193050 -0.060665 
0.341550 0.193050 -0.064102 
0.351450 0.193050 -0.067759 
0.361350 0.193050 -0.071651 
0.371250 0.193050 -0.075797 
0.381150 0.193050 -0.080218 
0.391050 0.193050 -0.084934 
0.400950 0.193050 -0.089972 
0.410850 0.193050 -0.095359 
0.420750 0.193050 -0.101127 
0.430650 0.193050 -0.107310 
0.440550 0.193050 0.000000 
0.450450 0.193050 0.000000 
0.460350 0.193050 0.000000 
0.470250 0.193050 0.000000 
0.480150 0.193050 0.000000 
0.490050 0.193050 0.000000 
0.499950 0.193050 0.000000 
0.509850 0.193050 0.000000 
0.519750 0.193050 0.000000 
0.529650 0.193050 0.000000 
0.539550 0.193050 0.000000 
0.549450 0.193050 0.000000 
0.559350 0.193050 0.000000 
0.569250 0.193050 0.000000 
0.579150 0.193050 0.000000 
0.589050 0.193050 0.000000 
0.598950 0.193050 0.000000 
0.608850 0.193050 0.000000 
0.618750 0.193050 0.000000 
0.628650 0.193050 0.000000 
0.638550 0.193050 0.000000 
0.648450 0.193050 0.000000 
0.658350 0.193050 0.000000 
0.668250 0.193050 0.000000 
0.678150 0.193050 0.000000 
0.688050 0.193050 0.000000 
0.697950 0.193050 0.000000 
0.707850 0.193050 0.000000 
0.717750 0.193050 0.000000 
0.727650 0.193050 0.000000 
0.737550 0.193050 0.000000 
0.747450 0.193050 0.000000 
0.757350 0.193050 0.000000 
0.767250 0.193050 0.000000 
0.777150 0.193050 0.000000 
0.787050 0.193050 0.000000 
0.796950 0.193050 0.000000 
0.806850 0.193050 0.000000 
0.816750 0.193050 0.000000 
0.826650 0.193050 0.000000 
0.836550 0.193050 0.000000 
0.846450 0.193050 0.000000 
0.856350 0.193050 0.000000 
0.866250 0.193050 0.000000 
0.876150 0.193050 0.000000 
0.886050 0.193050 0.000000 
0.895950 0.193050 0.000000 
0.905850 0.193050 0.000000 
0.915750 0.193050 0.000000 
0.925650 0.193050 0.000000 
0.935550 0.193050 0.000000 
0.945450 0.193050 0.000000 
0.955350 0.193050 0.000000 
0.965250 0.193050 0.000000 
0.975150 0.193050 0.000000 
0.985050 0.193050 0.000000 

0.004950 0.202950 -0.018497 
0.014850 0.202950 -0.018527 
0.024750 0.202950 -0.018619 
0.034650 0.202950 -0.018773 
0.044550 0.202950 -0.018988 
0.054450 0.202950 -0.019266 
0.064350 0.202950 -0.019607 
0.074250 0.202950 -0.020011 
0.084150 0.202950 -0.020481 
0.094050 0.202950 -0.021016 
0.103950 0.202950 -0.021618 
0.113850 0.202950 -0.022289 
0.123750 0.202950 -0.023029 
0.133650 0.202950 -0.023842 
0.143550 0.202950 -0.024729 
0.153450 0.202950 -0.025692 
0.163350 0.202950 -0.026733 
0.173250 0.202950 -0.027856 
0.183150 0.202950 -0.029063 
0.193050 0.202950 -0.030357 
0.202950 0.202950 -0.031743 
0.212850 0.202950 -0.033223 
0.222750 0.202950 -0.034803 
0.232650 0.202950 -0.036486 
0.242550 0.202950 -0.038278 
0.252450 0.202950 -0.040184 
0.262350 0.202950 -0.042211 
0.272250 0.202950 -0.044365 
0.282150 0.202950 -0.046652 
0.292050 0.202950 -0.049082 
0.301950 0.202950 -0.051663 
0.311850 0.202950 -0.054403 
0.321750 0.202950 -0.057315 
0.331650 0.202950 -0.060408 
0.341550 0.202950 -0.063696 
0.351450 0.202950 -0.067192 
0.361350 0.202950 -0.070912 
0.371250 0.202950 -0.074873 
0.381150 0.202950 -0.079094 
0.391050 0.202950 -0.083595 
0.400950 0.202950 -0.088400 
0.410850 0.202950 -0.093536 
0.420750 0.202950 -0.099031 
0.430650 0.202950 -0.104919 
0.440550 0.202950 -0.111236 
0.450450 0.202950 0.000000 
0.460350 0.202950 0.000000 
0.470250 0.202950 0.000000 
0.480150 0.202950 0.000000 
0.490050 0.202950 0.000000 
0.499950 0.202950 0.000000 
0.509850 0.202950 0.000000 
0.519750 0.202950 0.000000 
0.529650 0.202950 0.000000 
0.539550 0.202950 0.000000 
0.549450 0.202950 0.000000 
0.559350 0.202950 0.000000 
0.569250 0.202950 0.000000 
0.579150 0.202950 0.000000 
0.589050 0.202950 0.000000 
0.598950 0.202950 0.000000 
0.608850 0.202950 0.000000 
0.618750 0.202950 0.000000 
0.628650 0.202950 0.000000 
0.638550 0.202950 0.000000 
0.648450 0.202950 0.000000 
0.658350 0.202950 0.000000 
0.668250 0.202950 0.000000 
0.678150 0.202950 0.000000 
0.688050 0.202950 0.000000 
0.697950 0.202950 0.000000 
0.707850 0.202950 0.000000 
0.717750 0.202950 0.000000 
0.727650 0.202950 0.000000 
0.737550 0.202950 0.000000 
0.747450 0.202950 0.000000 
0.757350 0.202950 0.000000 
0.767250 0.202950 0.000000 
0.777150 0.202950 0.000000 
0.787050 0.202950 0.000000 
0.796950 0.202950 0.000000 
0.806850 0.202950 0.000000 
0.816750 0.202950 0.000000 
0.826650 0.202950 0.000000 
0.836550 0.202950 0.000000 
0.846450 0.202950 0.000000 
0.856350 0.202950 0.000000 
0.866250 0.202950 0.000000 
0.876150 0.202950 0.000000 
0.886050 0.202950 0.000000 
0.895950 0.202950 0.000000 
0.905850 0.202950 0.000000 
0.915750 0.202950 0.000000 
0.925650 0.202950 0.000000 
0.935550 0.202950 0.000000 
0.945450 0.202950 0.000000 
0.955350 0.202950 0.000000 
0.965250 0.202950 0.000000 
0.975150 0.202950 0.000000 
0.985050 0.202950 0.000000 

0.004950 0.212850 -0.020046 
0.014850 0.212850 -0.020075 
0.024750 0.212850 -0.020164 
0.034650 0.212850 -0.020312 
0.044550 0.212850 -0.020519 
0.054450 0.212850 -0.020786 
0.064350 0.212850 -0.021114 
0.074250 0.212850 -0.021503 
0.084150 0.212850 -0.021955 
0.094050 0.212850 -0.022470 
0.103950 0.212850 -0.023049 
0.113850 0.212850 -0.023694 
0.123750 0.212850 -0.024407 
0.133650 0.212850 -0.025188 
0.143550 0.212850 -0.026041 
0.153450 0.212850 -0.026967 
0.163350 0.212850 -0.027968 
0.173250 0.212850 -0.029047 
0.183150 0.212850 -0.030207 
0.193050 0.212850 -0.031450 
0.202950 0.212850 -0.032781 
0.212850 0.212850 -0.034203 
0.222750 0.212850 -0.035720 
0.232650 0.212850 -0.037335 
0.242550 0.212850 -0.039055 
0.252450 0.212850 -0.040884 
0.262350 0.212850 -0.042828 
0.272250 0.212850 -0.044894 
0.282150 0.212850 -0.047087 
0.292050 0.212850 -0.049415 
0.301950 0.212850 -0.051888 
0.311850 0.212850 -0.054512 
0.321750 0.212850 -0.057299 
0.331650 0.212850 -0.060259 
0.341550 0.212850 -0.063405 
0.351450 0.212850 -0.066748 
0.361350 0.212850 -0.070303 
0.371250 0.212850 -0.074088 
0.381150 0.212850 -0.078118 
0.391050 0.212850 -0.082414 
0.400950 0.212850 -0.086998 
0.410850 0.212850 -0.091894 
0.420750 0.212850 -0.097130 
0.430650 0.212850 -0.102737 
0.440550 0.212850 -0.108749 
0.450450 0.212850 -0.115205 
0.460350 0.212850 0.000000 
0.470250 0.212850 0.000000 
0.480150 0.212850 0.000000 
0.490050 0.212850 0.000000 
0.499950 0.212850 0.000000 
0.509850 0.212850 0.000000 
0.519750 0.212850 0.000000 
0.529650 0.212850 0.000000 
0.539550 0.212850 0.000000 
0.549450 0.212850 0.000000 
0.559350 0.212850 0.000000 
0.569250 0.212850 0.000000 
0.579150 0.212850 0.000000 
0.589050 0.212850 0.000000 
0.598950 0.212850 0.000000 
0.608850 0.212850 0.000000 
0.618750 0.212850 0.000000 
0.628650 0.212850 0.000000 
0.638550 0.212850 0.000000 
0.648450 0.212850 0.000000 
0.658350 0.212850 0.000000 
0.668250 0.212850 0.000000 
0.678150 0.212850 0.000000 
0.688050 0.212850 0.000000 
0.697950 0.212850 0.000000 
0.707850 0.212850 0.000000 
0.717750 0.212850 0.000000 
0.727650 0.212850 0.000000 
0.737550 0.212850 0.000000 
0.747450 0.212850 0.000000 
0.757350 0.212850 0.000000 
0.767250 0.212850 0.000000 
0.777150 0.212850 0.000000 
0.787050 0.212850 0.000000 
0.796950 0.212850 0.000000 
0.806850 0.212850 0.000000 
0.816750 0.212850 0.000000 
0.826650 0.212850 0.000000 
0.836550 0.212850 0.000000 
0.846450 0.212850 0.000000 
0.856350 0.212850 0.000000 
0.866250 0.212850 0.000000 
0.876150 0.212850 0.000000 
0.886050 0.212850 0.000000 
0.895950 0.212850 0.000000 
0.905850 0.212850 0.000000 
0.915750 0.212850 0.000000 
0.925650 0.212850 0.000000 
0.935550 0.212850 0.000000 
0.945450 0.212850 0.000000 
0.955350 0.212850 0.000000 
0.965250 0.212850 0.000000 
0.975150 0.212850 0.000000 
0.985050 0.212850 0.000000 

0.004950 0.222750 -0.021628 
0.014850 0.222750 -0.021656 
0.024750 0.222750 -0.021741 
0.034650 0.222750 -0.021883 
0.044550 0.222750 -0.022083 
0.054450 0.222750 -0.022340 
0.064350 0.222750 -0.022656 
0.074250 0.222750 -0.023030 
0.084150 0.222750 -0.023465 
0.094050 0.222750 -0.023960 
0.103950 0.222750 -0.024517 
0.113850 0.222750 -0.025138 
0.123750 0.222750 -0.025823 
0.133650 0.222750 -0.026575 
0.143550 0.222750 -0.027395 
0.153450 0.222750 -0.028285 
0.163350 0.222750 -0.029247 
0.173250 0.222750 -0.030284 
0.183150 0.222750 -0.031399 
0.193050 0.222750 -0.032594 
0.202950 0.222750 -0.033872 
0.212850 0.222750 -0.035238 
0.222750 0.222750 -0.036694 
0.232650 0.222750 -0.038245 
0.242550 0.222750 -0.039896 
0.252450 0.222750 -0.041651 
0.262350 0.222750 -0.043515 
0.272250 0.222750 -0.045496 
0.282150 0.222750 -0.047598 
0.292050 0.222750 -0.049830 
0.301950 0.222750 -0.052198 
0.311850 0.222750 -0.054712 
0.321750 0.222750 -0.057380 
0.331650 0.222750 -0.060213 
0.341550 0.222750 -0.063222 
0.351450 0.222750 -0.066419 
0.361350 0.222750 -0.069817 
0.371250 0.222750 -0.073433 
0.381150 0.222750 -0.077282 
0.391050 0.222750 -0.081382 
0.400950 0.222750 -0.085755 
0.410850 0.222750 -0.090424 
0.420750 0.222750 -0.095413 
0.430650 0.222750 -0.100752 
0.440550 0.222750 -0.106474 
0.450450 0.222750 -0.112615 
0.460350 0.222750 -0.119216 
0.470250 0.222750 0.000000 
0.480150 0.222750 0.000000 
0.490050 0.222750 0.000000 
0.499950 0.222750 0.000000 
0.509850 0.222750 0.000000 
0.519750 0.222750 0.000000 
0.529650 0.222750 0.000000 
0.539550 0.222750 0.000000 
0.549450 0.222750 0.000000 
0.559350 0.222750 0.000000 
0.569250 0.222750 0.000000 
0.579150 0.222750 0.000000 
0.589050 0.222750 0.000000 
0.598950 0.222750 0.000000 
0.608850 0.222750 0.000000 
0.618750 0.222750 0.000000 
0.628650 0.222750 0.000000 
0.638550 0.222750 0.000000 
0.648450 0.222750 0.000000 
0.658350 0.222750 0.000000 
0.668250 0.222750 0.000000 
0.678150 0.222750 0.000000 
0.688050 0.222750 0.000000 
0.697950 0.222750 0.000000 
0.707850 0.222750 0.000000 
0.717750 0.222750 0.000000 
0.727650 0.222750 0.000000 
0.737550 0.222750 0.000000 
0.747450 0.222750 0.000000 
0.757350 0.222750 0.000000 
0.767250 0.222750 0.000000 
0.777150 0.222750 0.000000 
0.787050 0.222750 0.000000 
0.796950 0.222750 0.000000 
0.806850 0.222750 0.000000 
0.816750 0.222750 0.000000 
0.826650 0.222750 0.000000 
0.836550 0.222750 0.000000 
0.846450 0.222750 0.000000 
0.856350 0.222750 0.000000 
0.866250 0.222750 0.000000 
0.876150 0.222750 0.000000 
0.886050 0.222750 0.000000 
0.895950 0.222750 0.000000 
0.905850 0.222750 0.000000 
0.915750 0.222750 0.000000 
0.925650 0.222750 0.000000 
0.935550 0.222750 0.000000 
0.945450 0.222750 0.000000 
0.955350 0.222750 0.000000 
0.965250 0.222750 0.000000 
0.975150 0.222750 0.000000 
0.985050 0.222750 0.000000 

0.004950 0.232650 -0.023239 
0.014850 0.232650 -0.023266 
0.024750 0.232650 -0.023348 
0.034650 0.232650 -0.023485 
0.044550 0.232650 -0.023677 
0.054450 0.232650 -0.023924 
0.064350 0.232650 -0.024228 
0.074250 0.232650 -0.024589 
0.084150 0.232650 -0.025007 
0.094050 0.232650 -0.025483 
0.103950 0.232650 -0.026019 
0.113850 0.232650 -0.026616 
0.123750 0.232650 -0.027275 
0.133650 0.232650 -0.027998 
0.143550 0.232650 -0.028787 
0.153450 0.232650 -0.029642 
0.163350 0.232650 -0.030567 
0.173250 0.232650 -0.031564 
0.183150 0.232650 -0.032635 
0.193050 0.232650 -0.033783 
0.202950 0.232650 -0.035012 
0.212850 0.232650 -0.036323 
0.222750 0.232650 -0.037721 
0.232650 0.232650 -0.039210 
0.242550 0.232650 -0.040794 
0.252450 0.232650 -0.042478 
0.262350 0.232650 -0.044267 
0.272250 0.232650 -0.046166 
0.282150 0.232650 -0.048182 
0.292050 0.232650 -0.050321 
0.301950 0.232650 -0.052590 
0.311850 0.232650 -0.054997 
0.321750 0.232650 -0.057552 
0.331650 0.232650 -0.060263 
0.341550 0.232650 -0.063141 
0.351450 0.232650 -0.066198 
0.361350 0.232650 -0.069447 
0.371250 0.232650 -0.072901 
0.381150 0.232650 -0.076577 
0.391050 0.232650 -0.080491 
0.400950 0.232650 -0.084663 
0.410850 0.232650 -0.089115 
0.420750 0.232650 -0.093870 
0.430650 0.232650 -0.098955 
0.440550 0.232650 -0.104401 
0.450450 0.232650 -0.110241 
0.460350 0.232650 -0.116515 
0.470250 0.232650 -0.123268 
0.480150 0.232650 0.000000 
0.490050 0.232650 0.000000 
0.499950 0.232650 0.000000 
0.509850 0.232650 0.000000 
0.519750 0.232650 0.000000 
0.529650 0.232650 0.000000 
0.539550 0.232650 0.000000 
0.549450 0.232650 0.000000 
0.559350 0.232650 0.000000 
0.569250 0.232650 0.000000 
0.579150 0.232650 0.000000 
0.589050 0.232650 0.000000 
0.598950 0.232650 0.000000 
0.608850 0.232650 0.000000 
0.618750 0.232650 0.000000 
0.628650 0.232650 0.000000 
0.638550 0.232650 0.000000 
0.648450 0.232650 0.000000 
0.658350 0.232650 0.000000 
0.668250 0.232650 0.000000 
0.678150 0.232650 0.000000 
0.688050 0.232650 0.000000 
0.697950 0.232650 0.000000 
0.707850 0.232650 0.000000 
0.717750 0.232650 0.000000 
0.727650 0.232650 0.000000 
0.737550 0.232650 0.000000 
0.747450 0.232650 0.000000 
0.757350 0.232650 0.000000 
0.767250 0.232650 0.000000 
0.777150 0.232650 0.000000 
0.787050 0.232650 0.000000 
0.796950 0.232650 0.000000 
0.806850 0.232650 0.000000 
0.816750 0.232650 0.000000 
0.826650 0.232650 0.000000 
0.836550 0.232650 0.000000 
0.846450 0.232650 0.000000 
0.856350 0.232650 0.000000 
0.866250 0.232650 0.000000 
0.876150 0.232650 0.000000 
0.886050 0.232650 0.000000 
0.895950 0.232650 0.000000 
0.905850 0.232650 0.000000 
0.915750 0.232650 0.000000 
0.925650 0.232650 0.000000 
0.935550 0.232650 0.000000 
0.945450 0.232650 0.000000 
0.955350 0.232650 0.000000 
0.965250 0.232650 0.000000 
0.975150 0.232650 0.000000 
0.985050 0.232650 0.000000 

0.004950 0.242550 -0.024877 
0.014850 0.242550 -0.024903 
0.024750 0.242550 -0.024982 
0.034650 0.242550 -0.025113 
0.044550 0.242550 -0.025298 
0.054450 0.242550 -0.025536 
0.064350 0.242550 -0.025829 
0.074250 0.242550 -0.026175 
0.084150 0.242550 -0.026578 
0.094050 0.242550 -0.027036 
0.103950 0.242550 -0.027552 
0.113850 0.242550 -0.028126 
0.123750 0.242550 -0.028760 
0.133650 0.242550 -0.029455 
0.143550 0.242550 -0.030213 
0.153450 0.242550 -0.031036 
0.163350 0.242550 -0.031925 
0.173250 0.242550 -0.032883 
0.183150 0.242550 -0.033913 
0.193050 0.242550 -0.035016 
0.202950 0.242550 -0.036196 
0.212850 0.242550 -0.037455 
0.222750 0.242550 -0.038798 
0.232650 0.242550 -0.040227 
0.242550 0.242550 -0.041747 
0.252450 0.242550 -0.043363 
0.262350 0.242550 -0.045079 
0.272250 0.242550 -0.046900 
0.282150 0.242550 -0.048833 
0.292050 0.242550 -0.050882 
0.301950 0.242550 -0.053056 
0.311850 0.242550 -0.055362 
0.321750 0.242550 -0.057808 
0.331650 0.242550 -0.060403 
0.341550 0.242550 -0.063156 
0.351450 0.242550 -0.066080 
0.361350 0.242550 -0.069185 
0.371250 0.242550 -0.072486 
0.381150 0.242550 -0.075996 
0.391050 0.242550 -0.079733 
0.400950 0.242550 -0.083713 
0.410850 0.242550 -0.087958 
0.420750 0.242550 -0.092490 
0.430650 0.242550 -0.097333 
0.440550 0.242550 -0.102517 
0.450450 0.242550 -0.108073 
0.460350 0.242550 -0.114037 
0.470250 0.242550 -0.120450 
0.480150 0.242550 -0.127360 
0.490050 0.242550 0.000000 
0.499950 0.242550 0.000000 
0.509850 0.242550 0.000000 
0.519750 0.242550 0.000000 
0.529650 0.242550 0.000000 
0.539550 0.242550 0.000000 
0.549450 0.242550 0.000000 
0.559350 0.242550 0.000000 
0.569250 0.242550 0.000000 
0.579150 0.242550 0.000000 
0.589050 0.242550 0.000000 
0.598950 0.242550 0.000000 
0.608850 0.242550 0.000000 
0.618750 0.242550 0.000000 
0.628650 0.242550 0.000000 
0.638550 0.242550 0.000000 
0.648450 0.242550 0.000000 
0.658350 0.242550 0.000000 
0.668250 0.242550 0.000000 
0.678150 0.242550 0.000000 
0.688050 0.242550 0.000000 
0.697950 0.242550 0.000000 
0.707850 0.242550 0.000000 
0.717750 0.242550 0.000000 
0.727650 0.242550 0.000000 
0.737550 0.242550 0.000000 
0.747450 0.242550 0.000000 
0.757350 0.242550 0.000000 
0.767250 0.242550 0.000000 
0.777150 0.242550 0.000000 
0.787050 0.242550 0.000000 
0.796950 0.242550 0.000000 
0.806850 0.242550 0.000000 
0.816750 0.242550 0.000000 
0.826650 0.242550 0.000000 
0.836550 0.242550 0.000000 
0.846450 0.242550 0.000000 
0.856350 0.242550 0.000000 
0.866250 0.242550 0.000000 
0.876150 0.242550 0.000000 
0.886050 0.242550 0.000000 
0.895950 0.242550 0.000000 
0.905850 0.242550 0.000000 
0.915750 0.242550 0.000000 
0.925650 0.242550 0.000000 
0.935550 0.242550 0.000000 
0.945450 0.242550 0.000000 
0.955350 0.242550 0.000000 
0.965250 0.242550 0.000000 
0.975150 0.242550 0.000000 
0.985050 0.242550 0.000000 

0.004950 0.252450 -0.026538 
0.014850 0.252450 -0.026563 
0.024750 0.252450 -0.026639 
0.034650 0.252450 -0.026766 
0.044550 0.252450 -0.026944 
0.054450 0.252450 -0.027173 
0.064350 0.252450 -0.027454 
0.074250 0.252450 -0.027788 
0.084150 0.252450 -0.028175 
0.094050 0.252450 -0.028616 
0.103950 0.252450 -0.029112 
0.113850 0.252450 -0.029665 
0.123750 0.252450 -0.030274 
0.133650 0.252450 -0.030943 
0.143550 0.252450 -0.031672 
0.153450 0.252450 -0.032463 
0.163350 0.252450 -0.033318 
0.173250 0.252450 -0.034238 
0.183150 0.252450 -0.035228 
0.193050 0.252450 -0.036287 
0.202950 0.252450 -0.037421 
0.212850 0.252450 -0.038630 
0.222750 0.252450 -0.039919 
0.232650 0.252450 -0.041292 
0.242550 0.252450 -0.042751 
0.252450 0.252450 -0.044301 
0.262350 0.252450 -0.045947 
0.272250 0.252450 -0.047693 
0.282150 0.252450 -0.049546 
0.292050 0.252450 -0.051510 
0.301950 0.252450 -0.053593 
0.311850 0.252450 -0.055802 
0.321750 0.252450 -0.058143 
0.331650 0.252450 -0.060627 
0.341550 0.252450 -0.063261 
0.351450 0.252450 -0.066057 
0.361350 0.252450 -0.069026 
0.371250 0.252450 -0.072180 
0.381150 0.252450 -0.075532 
0.391050 0.252450 -0.079099 
0.400950 0.252450 -0.082897 
0.410850 0.252450 -0.086945 
0.420750 0.252450 -0.091264 
0.430650 0.252450 -0.095878 
0.440550 0.252450 -0.100813 
0.450450 0.252450 -0.106098 
0.460350 0.252450 -0.111768 
0.470250 0.252450 -0.117860 
0.480150 0.252450 -0.124418 
0.490050 0.252450 -0.131492 
0.499950 0.252450 -0.139139 
0.509850 0.252450 0.000000 
0.519750 0.252450 0.000000 
0.529650 0.252450 0.000000 
0.539550 0.252450 0.000000 
0.549450 0.252450 0.000000 
0.559350 0.252450 0.000000 
0.569250 0.252450 0.000000 
0.579150 0.252450 0.000000 
0.589050 0.252450 0.000000 
0.598950 0.252450 0.000000 
0.608850 0.252450 0.000000 
0.618750 0.252450 0.000000 
0.628650 0.252450 0.000000 
0.638550 0.252450 0.000000 
0.648450 0.252450 0.000000 
0.658350 0.252450 0.000000 
0.668250 0.252450 0.000000 
0.678150 0.252450 0.000000 
0.688050 0.252450 0.000000 
0.697950 0.252450 0.000000 
0.707850 0.252450 0.000000 
0.717750 0.252450 0.000000 
0.727650 0.252450 0.000000 
0.737550 0.252450 0.000000 
0.747450 0.252450 0.000000 
0.757350 0.252450 0.000000 
0.767250 0.252450 0.000000 
0.777150 0.252450 0.000000 
0.787050 0.252450 0.000000 
0.796950 0.252450 0.000000 
0.806850 0.252450 0.000000 
0.816750 0.252450 0.000000 
0.826650 0.252450 0.000000 
0.836550 0.252450 0.000000 
0.846450 0.252450 0.000000 
0.856350 0.252450 0.000000 
0.866250 0.252450 0.000000 
0.876150 0.252450 0.000000 
0.886050 0.252450 0.000000 
0.895950 0.252450 0.000000 
0.905850 0.252450 0.000000 
0.915750 0.252450 0.000000 
0.925650 0.252450 0.000000 
0.935550 0.252450 0.000000 
0.945450 0.252450 0.000000 
0.955350 0.252450 0.000000 
0.965250 0.252450 0.000000 
0.975150 0.252450 0.000000 
0.985050 0.252450 0.000000 

0.004950 0.262350 -0.028221 
0.014850 0.262350 -0.028245 
0.024750 0.262350 -0.028318 
0.034650 0.262350 -0.028440 
0.044550 0.262350 -0.028611 
0.054450 0.262350 -0.028832 
0.064350 0.262350 -0.029102 
0.074250 0.262350 -0.029424 
0.084150 0.262350 -0.029796 
0.094050 0.262350 -0.030220 
0.103950 0.262350 -0.030697 
0.113850 0.262350 -0.031229 
0.123750 0.262350 -0.031815 
0.133650 0.262350 -0.032458 
0.143550 0.262350 -0.033159 
0.153450 0.262350 -0.033919 
0.163350 0.262350 -0.034741 
0.173250 0.262350 -0.035626 
0.183150 0.262350 -0.036576 
0.193050 0.262350 -0.037595 
0.202950 0.262350 -0.038683 
0.212850 0.262350 -0.039845 
0.222750 0.262350 -0.041083 
0.232650 0.262350 -0.042400 
0.242550 0.262350 -0.043800 
0.252450 0.262350 -0.045288 
0.262350 0.262350 -0.046867 
0.272250 0.262350 -0.048541 
0.282150 0.262350 -0.050317 
0.292050 0.262350 -0.052200 
0.301950 0.262350 -0.054196 
0.311850 0.262350 -0.056311 
0.321750 0.262350 -0.058553 
0.331650 0.262350 -0.060930 
0.341550 0.262350 -0.063450 
0.351450 0.262350 -0.066124 
0.361350 0.262350 -0.068962 
0.371250 0.262350 -0.071976 
0.381150 0.262350 -0.075178 
0.391050 0.262350 -0.078583 
0.400950 0.262350 -0.082207 
0.410850 0.262350 -0.086067 
0.420750 0.262350 -0.090184 
0.430650 0.262350 -0.094579 
0.440550 0.262350 -0.099277 
0.450450 0.262350 -0.104305 
0.460350 0.262350 -0.109696 
0.470250 0.262350 -0.115483 
0.480150 0.262350 -0.121709 
0.490050 0.262350 -0.128418 
0.499950 0.262350 -0.135665 
0.509850 0.262350 0.000000 
0.519750 0.262350 0.000000 
0.529650 0.262350 0.000000 
0.539550 0.262350 0.000000 
0.549450 0.262350 0.000000 
0.559350 0.262350 0.000000 
0.569250 0.262350 0.000000 
0.579150 0.262350 0.000000 
0.589050 0.262350 0.000000 
0.598950 0.262350 0.000000 
0.608850 0.262350 0.000000 
0.618750 0.262350 0.000000 
0.628650 0.262350 0.000000 
0.638550 0.262350 0.000000 
0.648450 0.262350 0.000000 
0.658350 0.262350 0.000000 
0.668250 0.262350 0.000000 
0.678150 0.262350 0.000000 
0.688050 0.262350 0.000000 
0.697950 0.262350 0.000000 
0.707850 0.262350 0.000000 
0.717750 0.262350 0.000000 
0.727650 0.262350 0.000000 
0.737550 0.262350 0.000000 
0.747450 0.262350 0.000000 
0.757350 0.262350 0.000000 
0.767250 0.262350 0.000000 
0.777150 0.262350 0.000000 
0.787050 0.262350 0.000000 
0.796950 0.262350 0.000000 
0.806850 0.262350 0.000000 
0.816750 0.262350 0.000000 
